column,dataset,column_type,mutation_type,is_sensitive,sensitive_attr_analyzed,symptom_name,pre_symptom_value,post_symptom_value,symptom_difference,symptom_abs_difference,symptom_percent_change
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Mutual Information,0.006243974014522216,0.006243974014522216,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Normalized Mutual Information,0.005783148144627688,0.005783148144627688,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Correlation Ratio,0.11057998365404784,0.11057998365404784,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,APD,0.16375186022935528,0.16375186022935528,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Statistical Parity,0.0,0.0,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Disparate Impact,1.0816615955877393,1.0816615955877393,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Unprivileged Unbalance,0.872410395915074,0.872410395915074,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Privileged Unbalance,0.872410395915074,0.872410395915074,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Unprivileged Pos Prob,0.41338277942974616,0.41338277942974616,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Privileged Pos Prob,0.41338277942974616,0.41338277942974616,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,loan,Pos Probability Diff,0.0,0.0,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Gini Index,0.6478880641729862,0.6478880641729862,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Shannon Entropy,0.6818508416996136,0.6818508416996136,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Simpson Diversity,0.3801660538554603,0.3801660538554603,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Imbalance Ratio,0.09624471524496393,0.09624471524496393,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Mutual Information,0.034721541074846235,0.034721541074846235,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Normalized Mutual Information,0.02409766315528743,0.02409766315528743,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Correlation Ratio,0.2569037238879407,0.2569037238879407,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,APD,0.19819088819824052,0.19819088819824052,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Statistical Parity,0.011074125837569282,0.011074125837569282,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Disparate Impact,1.2893860955034757,1.2893860955034757,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Unprivileged Unbalance,0.9189375678656789,0.9189375678656789,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Privileged Unbalance,0.895566535043038,0.895566535043038,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Unprivileged Pos Prob,0.43542920591664364,0.43542920591664364,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Privileged Pos Prob,0.42435508007907435,0.42435508007907435,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,contact,Pos Probability Diff,0.011074125837569282,0.011074125837569282,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Gini Index,0.9963938663875909,0.9963938663875909,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Shannon Entropy,0.9823379940305342,0.9823379940305342,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Simpson Diversity,0.899123122928939,0.899123122928939,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Imbalance Ratio,0.21403508771929824,0.21403508771929824,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Kurtosis,1.9386759146547534,1.9386759146547534,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Skewness,0.11132993503689252,0.11132993503689252,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Mutual Information,0.01658588176209457,0.01658588176209457,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Normalized Mutual Information,0.0040800533464915864,0.0040800533464915864,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Kendall Tau,-0.04846363853284072,-0.04846363853284072,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Correlation Ratio,-0.05632583922269383,-0.05632583922269383,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,APD,0.0611873340697246,0.0611873340697246,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Statistical Parity,-0.0611873340697246,-0.0611873340697246,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Disparate Impact,0.8792663714716162,0.8792663714716162,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Unprivileged Unbalance,0.9404207278390845,0.9404207278390845,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Privileged Unbalance,1.0695515697536746,1.0695515697536746,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Unprivileged Pos Prob,0.44560878243512975,0.44560878243512975,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Privileged Pos Prob,0.5067961165048543,0.5067961165048543,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,day,Pos Probability Diff,-0.0611873340697246,-0.0611873340697246,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Gini Index,0.943167699536585,0.943167699536585,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Shannon Entropy,0.8837322623026963,0.8837322623026963,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Simpson Diversity,0.5803554260803172,0.5803554260803172,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Imbalance Ratio,0.03895184135977337,0.03895184135977337,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Mutual Information,0.05011362821221563,0.05011362821221563,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Normalized Mutual Information,0.017353746269988233,0.017353746269988233,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Correlation Ratio,0.3062355171617707,0.3062355171617707,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,APD,0.1931596392504825,0.1931596392504825,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Statistical Parity,-0.12095463694592401,-0.12095463694592401,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Disparate Impact,0.9046176270184992,0.9046176270184992,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Unprivileged Unbalance,1.0021728473813336,1.0021728473813336,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Privileged Unbalance,1.2574376720344633,1.2574376720344633,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Unprivileged Pos Prob,0.4748693952517356,0.4748693952517356,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Privileged Pos Prob,0.5958240321976597,0.5958240321976597,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,month,Pos Probability Diff,-0.12095463694592401,-0.12095463694592401,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Gini Index,0.9991828314715477,0.9992286068020387,4.577533049099358e-05,4.577533049099358e-05,0.004581276724258553
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Shannon Entropy,0.9316627480736431,0.931867097619238,0.00020434954559489515,0.00020434954559489515,0.02193385385617483
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Simpson Diversity,0.461282058390036,0.4586376006650893,-0.0026444577249467027,0.0026444577249467027,-0.5732843228666586
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Imbalance Ratio,0.02564102564102564,0.025,-0.0006410256410256387,0.0006410256410256387,-2.499999999999991
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Kurtosis,10.301282455059646,9.984626695054658,-0.31665576000498774,0.31665576000498774,-3.073945029528406
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Skewness,2.1436945699937207,2.0741220337405926,-0.06957253625312809,0.06957253625312809,-3.2454500387773004
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Mutual Information,0.21977375876809307,0.21053936015974725,-0.009234398608345823,0.009234398608345823,-4.2017748889165745
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Normalized Mutual Information,0.02946264271858438,0.027980245972800567,-0.0014823967457838136,0.0014823967457838136,-5.031445277815322
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Kendall Tau,0.43127457974341843,0.4166285866497051,-0.014645993093713339,0.014645993093713339,-3.3959787526607284
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Correlation Ratio,0.45191936084258455,0.44680088166875115,-0.005118479173833401,0.005118479173833401,-1.1326089602114442
duration,bank.csv,numeric,increment_decrement_feature,False,duration,APD,0.43584970597942435,0.42843665074599596,-0.0074130552334283895,0.0074130552334283895,-1.7008283203426886
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Statistical Parity,-0.43584970597942435,-0.42843665074599596,0.0074130552334283895,0.0074130552334283895,-1.7008283203426886
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Disparate Impact,0.3696248754398494,0.37725544881153467,0.0076305733716852675,0.0076305733716852675,2.0644101300284436
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Unprivileged Unbalance,0.5393458392087386,0.54774781223012,0.00840197302138146,0.00840197302138146,1.557808072406342
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Privileged Unbalance,1.4591708379121482,1.4519281668579904,-0.007242671054157768,0.007242671054157768,-0.4963552495690587
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Unprivileged Pos Prob,0.2555635319454415,0.25954472127621436,0.00398118933077285,0.00398118933077285,1.5578080724063426
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Privileged Pos Prob,0.6914132379248659,0.6879813720222103,-0.00343186590265554,0.00343186590265554,-0.49635524956906774
duration,bank.csv,numeric,increment_decrement_feature,False,duration,Pos Probability Diff,-0.43584970597942435,-0.42843665074599596,0.0074130552334283895,0.0074130552334283895,-1.7008283203426886
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Gini Index,0.7413574005728043,0.7413574005728043,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Shannon Entropy,0.4593267392432134,0.4593267392432134,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Simpson Diversity,0.0737486262908694,0.0737486262908694,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Imbalance Ratio,0.00020842017507294707,0.00020842017507294707,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Kurtosis,60.38977075478417,60.38977075478417,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Skewness,5.545578439825206,5.545578439825206,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Mutual Information,0.011786083687927476,0.011786083687927476,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Normalized Mutual Information,0.005041562489451001,0.005041562489451001,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Kendall Tau,-0.11547653758829719,-0.11547653758829719,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Correlation Ratio,-0.12808084612486773,-0.12808084612486773,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,APD,0.10510284900292366,0.10510284900292366,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Statistical Parity,-0.10510284900292366,-0.10510284900292366,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Disparate Impact,0.8030911872252918,0.8030911872252918,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Unprivileged Unbalance,0.9046542882367125,0.9046542882367125,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Privileged Unbalance,1.1264652166864448,1.1264652166864448,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Unprivileged Pos Prob,0.4286612193588938,0.4286612193588938,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Privileged Pos Prob,0.5337640683618174,0.5337640683618174,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,campaign,Pos Probability Diff,-0.10510284900292366,-0.10510284900292366,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Gini Index,0.4442471155810502,0.4442471155810502,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Shannon Entropy,0.31716174282158327,0.31716174282158327,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Simpson Diversity,0.0016906978892738285,0.0016906978892738285,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Imbalance Ratio,0.0001201345506967804,0.0001201345506967804,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Kurtosis,9.838358789640289,9.838358789640289,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Skewness,2.4499856341959543,2.4499856341959543,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Mutual Information,0.07008903137080899,0.07008903137080899,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Normalized Mutual Information,0.026503337662150864,0.026503337662150864,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Kendall Tau,0.19964586940571818,0.19964586940571818,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,pdays,Correlation Ratio,0.15159251635244894,0.15159251635244894,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Gini Index,0.4443373280592669,0.4443373280592669,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Shannon Entropy,0.30370693443129915,0.30370693443129915,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Simpson Diversity,0.022978763885648207,0.022978763885648207,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Imbalance Ratio,0.0001201345506967804,0.0001201345506967804,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Kurtosis,109.19782625008204,109.19782625008204,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Skewness,7.335298178154557,7.335298178154557,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Mutual Information,0.02935673343990068,0.02935673343990068,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Normalized Mutual Information,0.016653864919231234,0.016653864919231234,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Kendall Tau,0.21852528778629784,0.21852528778629784,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,previous,Correlation Ratio,0.1398671182007809,0.1398671182007809,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Gini Index,0.5599643794474525,0.5599643794474525,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Shannon Entropy,0.6004152265675426,0.6004152265675426,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Simpson Diversity,0.2413528396909165,0.2413528396909165,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Imbalance Ratio,0.06449675714628873,0.06449675714628873,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Mutual Information,0.050386103516918614,0.050386103516918614,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Normalized Mutual Information,0.03305892582632779,0.03305892582632779,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Correlation Ratio,0.3000083287659087,0.3000083287659087,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,APD,0.22153625146042166,0.22153625146042166,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Statistical Parity,-0.08936743232129996,-0.08936743232129996,0.0,0.0,-0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Disparate Impact,0.9680830762134793,0.9680830762134793,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Unprivileged Unbalance,1.0749019411549143,1.0749019411549143,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Privileged Unbalance,1.263504565388295,1.263504565388295,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Unprivileged Pos Prob,0.5093313354925947,0.5093313354925947,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Privileged Pos Prob,0.5986987678138946,0.5986987678138946,0.0,0.0,0.0
duration,bank.csv,numeric,increment_decrement_feature,False,poutcome,Pos Probability Diff,-0.08936743232129996,-0.08936743232129996,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,age,Gini Index,0.9860742076509084,0.9860742076509084,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Shannon Entropy,0.8736477608372235,0.8736477608372235,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Simpson Diversity,0.482321269404796,0.482321269404796,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Imbalance Ratio,0.0020161290322580645,0.0020161290322580645,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Kurtosis,3.621540292695505,3.621540292695505,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Skewness,0.8627796373814872,0.8627796373814872,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Mutual Information,0.027954320462247963,0.027954320462247963,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Normalized Mutual Information,0.0062463381666145665,0.0062463381666145665,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Kendall Tau,-0.010057572034778101,-0.010057572034778101,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,age,Correlation Ratio,0.03490092789028282,0.03490092789028282,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,APD,0.028514215141943355,0.028514215141943355,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Statistical Parity,-0.028514215141943355,-0.028514215141943355,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,age,Disparate Impact,0.9415976453393703,0.9415976453393703,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Unprivileged Unbalance,0.9702080633627568,0.9702080633627568,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Privileged Unbalance,1.0303849719304203,1.0303849719304203,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Unprivileged Pos Prob,0.4597232079488999,0.4597232079488999,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Privileged Pos Prob,0.4882374230908433,0.4882374230908433,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,age,Pos Probability Diff,-0.028514215141943355,-0.028514215141943355,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,job,Gini Index,0.9373973717615263,0.9373973717615263,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Shannon Entropy,0.8658758172015324,0.8658758172015324,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Simpson Diversity,0.5551233701284716,0.5551233701284716,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Imbalance Ratio,0.027279812938425563,0.027279812938425563,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Mutual Information,0.017244258935380972,0.017244258935380972,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Normalized Mutual Information,0.006064665018241761,0.006064665018241761,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Correlation Ratio,0.18404249757217803,0.18404249757217803,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,APD,0.10136157997313158,0.10136157997313158,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Statistical Parity,-0.04000205597828879,-0.04000205597828879,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,job,Disparate Impact,0.9711969625989436,0.9711969625989436,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Unprivileged Unbalance,0.9947972022255749,0.9947972022255749,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Privileged Unbalance,1.0792182551334326,1.0792182551334326,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Unprivileged Pos Prob,0.4713745209255569,0.4713745209255569,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Privileged Pos Prob,0.5113765769038456,0.5113765769038456,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,job,Pos Probability Diff,-0.04000205597828879,-0.04000205597828879,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,marital,Gini Index,0.8452532206293777,0.8452532206293777,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Shannon Entropy,0.8505815614990858,0.8505815614990858,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Simpson Diversity,0.6454810067503352,0.6454810067503352,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Imbalance Ratio,0.2035899858290033,0.2035899858290033,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Mutual Information,0.0049109166973012874,0.0049109166973012874,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Normalized Mutual Information,0.003019803442697571,0.003019803442697571,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Correlation Ratio,0.09908348866599889,0.09908348866599889,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,APD,0.06759425900733255,0.06759425900733255,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Statistical Parity,-0.005647812713372151,-0.005647812713372151,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,marital,Disparate Impact,1.0033709134047912,1.0033709134047912,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Unprivileged Unbalance,1.0139776578595059,1.0139776578595059,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Privileged Unbalance,1.0258969026140266,1.0258969026140266,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Unprivileged Pos Prob,0.48046298444892727,0.48046298444892727,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Privileged Pos Prob,0.4861107971622995,0.4861107971622995,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,marital,Pos Probability Diff,-0.005647812713372151,-0.005647812713372151,0.0,0.0,-0.0
duration,bank.csv,numeric,scale_values,False,education,Gini Index,0.8400651124283322,0.8400651124283322,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Shannon Entropy,0.8104704826805136,0.8104704826805136,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Simpson Diversity,0.5676864883552005,0.5676864883552005,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Imbalance Ratio,0.09075967859751644,0.09075967859751644,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Mutual Information,0.005513108700281752,0.005513108700281752,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Normalized Mutual Information,0.003036975779299862,0.003036975779299862,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Correlation Ratio,0.1048757977683352,0.1048757977683352,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,APD,0.06982227896175557,0.06982227896175557,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Statistical Parity,0.002239913761575965,0.002239913761575965,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Disparate Impact,1.0239890367503846,1.0239890367503846,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Unprivileged Unbalance,1.001644838777151,1.001644838777151,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Privileged Unbalance,0.9969176847959237,0.9969176847959237,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Unprivileged Pos Prob,0.4746192037531224,0.4746192037531224,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Privileged Pos Prob,0.4723792899915464,0.4723792899915464,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,education,Pos Probability Diff,0.002239913761575965,0.002239913761575965,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Gini Index,0.059298126103677795,0.059298126103677795,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Shannon Entropy,0.11266887363319979,0.11266887363319979,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Simpson Diversity,0.030554989873135874,0.030554989873135874,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Imbalance Ratio,0.015281062397671456,0.015281062397671456,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Mutual Information,0.0008530364574343974,0.0008530364574343974,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Normalized Mutual Information,0.0011080209297706822,0.0011080209297706822,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Correlation Ratio,0.040680087081149674,0.040680087081149674,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,APD,0.16682692724169895,0.16682692724169895,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Statistical Parity,0.0,0.0,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Disparate Impact,1.0943803106540926,1.0943803106540926,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Unprivileged Unbalance,0.829261834532177,0.829261834532177,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Privileged Unbalance,0.829261834532177,0.829261834532177,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Unprivileged Pos Prob,0.392937273144659,0.392937273144659,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Privileged Pos Prob,0.392937273144659,0.392937273144659,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,default,Pos Probability Diff,0.0,0.0,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,balance,Gini Index,0.9949721359471111,0.9949721359471111,0.0,0.0,0.0
duration,bank.csv,numeric,scale_values,False,balance,Shannon Entropy,0.9185000923317467,0.9185000923317467,0.0,0.0,0.0
